School Year,Data Level,Public Or Independent,District Number,District Name,Mincode,School Name,Num Of Schools In Data Level,Total Classes,Classes With Ed Assist,Total Classes Greater 30,Avg Class Size K,Avg Class Size 1 3,Avg Class Size 4 7,Avg Class Size 8 12
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,67,Okanagan Skaha,6767021,Summerland Middle School,1,36,24,3,,,26.5,26.8
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,67,Okanagan Skaha,6767021,Summerland Middle School,1,38,25,1,,,25.6,22.9
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,67,Okanagan Skaha,6777002,Summerland Secondary,1,120,30,5,,,,23.2
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,67,Okanagan Skaha,6777002,Summerland Secondary,1,116,37,5,,,,23.5
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,67,Okanagan Skaha,6777002,Summerland Secondary,1,111,28,7,,,,24.1
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,67,Okanagan Skaha,6777002,Summerland Secondary,1,99,18,3,,,,24.3
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,67,Okanagan Skaha,6777002,Summerland Secondary,1,100,28,3,,,,24
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,67,Okanagan Skaha,6777002,Summerland Secondary,1,85,30,1,,,,23.9
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,67,Okanagan Skaha,6777002,Summerland Secondary,1,82,23,3,,,,22.5
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,67,Okanagan Skaha,6777002,Summerland Secondary,1,73,22,1,,,,23.1
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,67,Okanagan Skaha,6777002,Summerland Secondary,1,67,22,1,,,,23.1
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,67,Okanagan Skaha,6777003,Trout Creek Elementary,1,8,8,,14,19.8,25.3,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,67,Okanagan Skaha,6777003,Trout Creek Elementary,1,8,7,,19,19,27,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,67,Okanagan Skaha,6777003,Trout Creek Elementary,1,8,6,,21.3,20.2,26.5,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,67,Okanagan Skaha,6777003,Trout Creek Elementary,1,9,3,,14,21.2,27.5,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,67,Okanagan Skaha,6777003,Trout Creek Elementary,1,9,8,,21.5,22.4,28,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,67,Okanagan Skaha,6777003,Trout Creek Elementary,1,11,7,,17.5,21.2,27.3,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,67,Okanagan Skaha,6777003,Trout Creek Elementary,1,10,6,,21,18.7,26.7,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,67,Okanagan Skaha,6777003,Trout Creek Elementary,1,9,7,,21,18.8,27,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,67,Okanagan Skaha,6777003,Trout Creek Elementary,1,9,6,,14,21.8,28,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,67,Okanagan Skaha,6777004,Giant's Head Elementary,1,18,15,,20,21.1,25.5,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,67,Okanagan Skaha,6777004,Giant's Head Elementary,1,18,12,,17,20.6,25.1,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,67,Okanagan Skaha,6777004,Giant's Head Elementary,1,17,12,,16,21.3,26.2,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,67,Okanagan Skaha,6777004,Giant's Head Elementary,1,16,12,,17,22.1,27.5,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,67,Okanagan Skaha,6777004,Giant's Head Elementary,1,16,11,,15,19.4,28.6,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,67,Okanagan Skaha,6777004,Giant's Head Elementary,1,14,10,,17.3,22.3,28.1,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,67,Okanagan Skaha,6777004,Giant's Head Elementary,1,14,9,,19.7,22.1,27.3,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,67,Okanagan Skaha,6777004,Giant's Head Elementary,1,15,14,,20.3,20.9,28.5,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,67,Okanagan Skaha,6777004,Giant's Head Elementary,1,15,6,,20.3,22.4,27.8,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868001,Nanaimo District Secondary,1,173,12,5,,,,25.6
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868001,Nanaimo District Secondary,1,158,17,10,,,,26.5
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868001,Nanaimo District Secondary,1,153,22,19,,,,27.2
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868001,Nanaimo District Secondary,1,146,27,4,,,,27.3
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868001,Nanaimo District Secondary,1,142,29,3,,,,27.4
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868001,Nanaimo District Secondary,1,143,27,3,,,,26.3
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868001,Nanaimo District Secondary,1,158,21,1,,,,24.9
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868001,Nanaimo District Secondary,1,140,2,2,,,,26.2
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868001,Nanaimo District Secondary,1,159,25,1,,,,24.1
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868002,Ladysmith Secondary,1,132,14,7,,,,24.2
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868002,Ladysmith Secondary,1,124,16,22,,,,24
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868002,Ladysmith Secondary,1,110,31,15,,,,26.1
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868002,Ladysmith Secondary,1,106,26,19,,,,26.8
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868002,Ladysmith Secondary,1,103,21,5,,,,26.3
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868002,Ladysmith Secondary,1,87,19,17,,,,28
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868002,Ladysmith Secondary,1,88,30,3,,,,25
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868002,Ladysmith Secondary,1,81,12,,,,,25.6
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868007,Cedar Community Secondary,1,78,7,5,,,,20.6
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868007,Cedar Community Secondary,1,73,9,8,,,,23.4
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868007,Cedar Community Secondary,1,77,18,13,,,,24.7
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868007,Cedar Community Secondary,1,68,23,14,,,,25.5
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868007,Cedar Community Secondary,1,70,22,7,,,,25.3
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868007,Cedar Community Secondary,1,64,24,10,,,,26.6
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868007,Cedar Community Secondary,1,69,17,1,,,,26.2
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868007,Cedar Community Secondary,1,62,15,,,,,24.3
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868009,North Cedar Intermediate,1,9,5,,,,30,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868009,North Cedar Intermediate,1,10,10,,,,26.1,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868009,North Cedar Intermediate,1,9,9,,,,27.4,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868009,North Cedar Intermediate,1,8,8,,,,27.4,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868009,North Cedar Intermediate,1,7,7,,,,27.6,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868009,North Cedar Intermediate,1,7,7,,,,27.1,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868009,North Cedar Intermediate,1,7,5,,,,25.4,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868009,North Cedar Intermediate,1,8,4,,,,22.4,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868009,North Cedar Intermediate,1,7,6,,,,23.6,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868010,Dover Bay Secondary,1,244,23,,,,,25.3
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868010,Dover Bay Secondary,1,216,31,6,,,,26.5
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868010,Dover Bay Secondary,1,195,29,8,,,,27.1
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868010,Dover Bay Secondary,1,198,26,12,,,,27.1
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868010,Dover Bay Secondary,1,191,30,23,,,,28.3
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868010,Dover Bay Secondary,1,199,43,19,,,,27.5
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868010,Dover Bay Secondary,1,190,30,1,,,,26.3
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868010,Dover Bay Secondary,1,184,34,4,,,,26.6
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868010,Dover Bay Secondary,1,219,59,4,,,,25.2
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868011,John Barsby Community School,1,109,25,24,,,,24.9
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868011,John Barsby Community School,1,116,34,20,,,,25.3
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868011,John Barsby Community School,1,120,30,27,,,,25.7
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868011,John Barsby Community School,1,98,34,26,,,,27
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868011,John Barsby Community School,1,96,31,9,,,,26.9
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868011,John Barsby Community School,1,88,23,18,,,,27.4
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868011,John Barsby Community School,1,100,32,1,,,,24.7
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868011,John Barsby Community School,1,95,31,2,,,,24.4
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868011,John Barsby Community School,1,135,55,,,,,22.7
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868013,Woodlands Secondary,1,124,8,1,,,,23.7
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868013,Woodlands Secondary,1,106,10,1,,,,25.7
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868013,Woodlands Secondary,1,108,15,17,,,,26.2
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868013,Woodlands Secondary,1,107,17,15,,,,26.5
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868013,Woodlands Secondary,1,108,20,23,,,,26.9
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868013,Woodlands Secondary,1,100,18,23,,,,26.4
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868013,Woodlands Secondary,1,101,19,3,,,,25.2
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868013,Woodlands Secondary,1,85,21,2,,,,26.8
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868013,Woodlands Secondary,1,110,28,5,,,,22.5
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868015,Wellington Secondary,1,159,32,6,,,,25.9
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868015,Wellington Secondary,1,151,22,11,,,,26.5
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868015,Wellington Secondary,1,153,26,17,,,,27
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868015,Wellington Secondary,1,151,12,7,,,,26.7
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868015,Wellington Secondary,1,142,16,12,,,,27.6
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868015,Wellington Secondary,1,127,20,24,,,,28.1
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868015,Wellington Secondary,1,148,31,4,,,,25.7
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868015,Wellington Secondary,1,121,32,5,,,,27.3
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868015,Wellington Secondary,1,129,38,4,,,,26
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868018,Bayview Elementary,1,11,11,,14.1,20.9,22.6,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868018,Bayview Elementary,1,10,8,,17,16.3,22.5,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868018,Bayview Elementary,1,9,9,,13.8,17.7,27.3,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868018,Bayview Elementary,1,9,8,,14,16.5,20.1,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868018,Bayview Elementary,1,7,7,,20,20.7,24.6,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868018,Bayview Elementary,1,8,8,,18.3,18.7,23.3,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868018,Bayview Elementary,1,8,8,,17,18.3,20.4,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868018,Bayview Elementary,1,7,7,,19,19.3,23,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868018,Bayview Elementary,1,7,7,,18,20.7,23.7,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868019,Brechin Elementary,1,8,8,,18.5,21.7,24.5,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868019,Brechin Elementary,1,9,9,,18.5,18.1,24.9,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868019,Brechin Elementary,1,10,9,,13,21.6,24.4,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868019,Brechin Elementary,1,9,9,,18,19.5,21.9,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868019,Brechin Elementary,1,8,8,,21,18.4,23.5,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868019,Brechin Elementary,1,8,8,,15,16.3,22.7,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868019,Brechin Elementary,1,7,7,,19,16.7,22.7,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868019,Brechin Elementary,1,9,9,,19.1,21.4,24.8,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868019,Brechin Elementary,1,9,9,,16,20.6,24.1,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868022,Chase River Elementary,1,8,8,,10,16.7,25.8,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868022,Chase River Elementary,1,7,7,,9,21.2,25.6,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868022,Chase River Elementary,1,7,7,,16,22,25.8,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868022,Chase River Elementary,1,7,7,,17,21.5,22.8,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868022,Chase River Elementary,1,6,6,,19,21.1,27.3,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868022,Chase River Elementary,1,7,7,,19,17.7,25.7,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868022,Chase River Elementary,1,7,6,,19,20.2,24.7,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868022,Chase River Elementary,1,8,6,,19,22.3,28.3,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868022,Chase River Elementary,1,9,9,,19.2,21.6,26.3,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868024,Cilaire Elementary,1,9,9,,20.5,21.2,26.8,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868024,Cilaire Elementary,1,9,9,,18.9,20.6,27.5,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868024,Cilaire Elementary,1,8,8,1,16,20.3,29,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868024,Cilaire Elementary,1,9,8,,17.3,20,26.8,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868024,Cilaire Elementary,1,9,9,,18,19.8,26,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868024,Cilaire Elementary,1,9,9,,19,17.7,25.8,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868024,Cilaire Elementary,1,9,7,,17.5,21,24.8,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868024,Cilaire Elementary,1,9,7,,19,20.8,25.4,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868024,Cilaire Elementary,1,9,6,,20.7,21.2,24.6,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868027,Davis Road Elementary,1,7,5,,21.7,21.7,24.8,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868027,Davis Road Elementary,1,8,1,,15.7,18.2,26.1,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868027,Davis Road Elementary,1,9,1,,18.1,18.6,25,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868027,Davis Road Elementary,1,10,4,,19.3,21.2,22,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868027,Davis Road Elementary,1,10,6,,20.3,21.8,26.1,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868027,Davis Road Elementary,1,11,6,,18.5,21.1,25.8,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868027,Davis Road Elementary,1,10,10,,20.6,21.2,25.8,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868027,Davis Road Elementary,1,11,10,,18.5,19.4,29,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868028,Departure Bay Elementary,1,9,4,,20,18.3,27.7,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868028,Departure Bay Elementary,1,8,6,,19,22.7,27.4,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868028,Departure Bay Elementary,1,8,7,,9,20,25.8,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868028,Departure Bay Elementary,1,8,6,,22,19.8,23.4,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868028,Departure Bay Elementary,1,9,8,,20,20.8,24.8,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868028,Departure Bay Elementary,1,9,4,,14.8,18.1,25.3,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868028,Departure Bay Elementary,1,8,3,,18,20.3,23.4,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868028,Departure Bay Elementary,1,8,3,,18,19.7,25.9,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868028,Departure Bay Elementary,1,8,3,,18.5,21.3,26,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868030,Dufferin Crescent Elementary,1,6,6,,15,23,28,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868030,Dufferin Crescent Elementary,1,6,6,,12,20.5,23,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868036,Fairview Elementary,1,12,12,,19.4,18,26.8,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868036,Fairview Elementary,1,11,11,,19.7,21.4,25.8,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868036,Fairview Elementary,1,11,10,,19.7,19.7,24.4,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868036,Fairview Elementary,1,12,12,,20.5,18.9,22.4,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868036,Fairview Elementary,1,13,13,,15.5,19.4,21.6,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868036,Fairview Elementary,1,12,11,,16,17.4,25.4,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868036,Fairview Elementary,1,12,11,,21.5,17.8,24.4,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868036,Fairview Elementary,1,12,12,,21.5,21,25,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868036,Fairview Elementary,1,12,9,,19,18.9,25.8,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868037,Forest Park Elementary,1,11,10,,22,20.8,26,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868037,Forest Park Elementary,1,11,11,,17.1,22.7,26,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868037,Forest Park Elementary,1,14,12,,22,19.9,25.6,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868037,Forest Park Elementary,1,13,13,,20.7,18.4,26.8,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868037,Forest Park Elementary,1,13,13,,15,20.9,24,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868037,Forest Park Elementary,1,12,11,,20,19.7,26.5,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868037,Forest Park Elementary,1,12,8,,19.9,21.3,26.4,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868037,Forest Park Elementary,1,14,11,,20.9,21.9,26.5,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868037,Forest Park Elementary,1,15,11,,20.2,21.8,27.1,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868038,Frank J. Ney Elementary,1,8,7,,22,23.7,26.5,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868038,Frank J. Ney Elementary,1,9,6,,11.5,22.1,28.2,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,68,Nanaimo-Ladysmith,6868038,Frank J. Ney Elementary,1,8,4,1,22,22,28,
